terminal_name,place_id,install_date,removal_date,temporary,installed,locked,common_name
200013,BikePoints_461,1326293640000,,true,true,false,"Aston Street, Stepney"
200105,BikePoints_462,1326294600000,,false,true,false,"Bonny Street, Camden Town"
200093,BikePoints_463,,,false,true,false,"Thurtle Road, Haggerston"
200082,BikePoints_464,1326304980000,,false,true,false,"St. Mary & St. Michael Church, Stepney"
200152,BikePoints_465,1333613280000,,false,true,false,"Pitfield Street North,Hoxton"
200158,BikePoints_466,1326360000000,,false,true,false,"Whiston Road, Haggerston"
200168,BikePoints_467,1326374040000,,false,true,false,"Southern Grove, Bow"
200150,BikePoints_468,1326375720000,,false,true,false,"Cantrell Road, Bow"
022178,BikePoints_469,1326381060000,,false,true,false,"Lindfield Street, Poplar"
200174,BikePoints_470,1326790620000,,false,true,false,"Mostyn Grove, Bow"
200006,BikePoints_471,1326790860000,,false,true,false,"Hewison Street, Old Ford"
200019,BikePoints_472,1326791160000,,false,true,false,"Malmesbury Road, Bow"
022167,BikePoints_473,1326816540000,,false,true,false,"Millharbour, Millwall"
200155,BikePoints_474,1326822960000,,false,true,false,"Gascoyne Road, Victoria Park"
200004,BikePoints_475,1326825480000,,false,true,false,"Lightermans Road, Millwall"
200009,BikePoints_476,1326962100000,,false,true,false,"Stebondale Street, Cubitt Town"
200018,BikePoints_477,1326963780000,,false,true,false,"Spindrift Avenue, Millwall"
200012,BikePoints_478,1326965580000,,false,true,false,"Stepney Green Station, Stepney"
200156,BikePoints_479,1326966240000,,false,true,false,"Pott Street, Bethnal Green"
200115,BikePoints_480,1326975420000,,false,true,false,"Flamborough Street, Limehouse"
200022,BikePoints_481,1326996480000,,false,true,false,"Saunders Ness Road, Cubitt Town"
200052,BikePoints_482,1326996720000,,false,true,false,"Exhibition Road Museums 2, South Kensington"
022166,BikePoints_483,1327088280000,,false,true,false,"Albert Gardens, Stepney"
022172,BikePoints_484,1327339740000,,false,true,false,"Bromley High Street, Bow"
022173,BikePoints_485,1327255440000,,false,true,false,"Old Ford Road, Bethnal Green"
022174,BikePoints_486,1327338660000,,false,true,false,"Granby Street, Shoreditch"
022175,BikePoints_487,1327936860000,,false,true,false,"Canton Street, Poplar"
022176,BikePoints_488,1327254960000,,false,true,false,"Reardon Street, Wapping"
200090,BikePoints_490,,,false,true,false,"Pennington Street, Wapping"
200249,BikePoints_491,1327256220000,,false,true,false,"Queen Mary's, Mile End"
200230,BikePoints_492,1327256520000,,false,true,false,"Maplin Street, Mile End"
200233,BikePoints_494,1327433220000,,false,true,false,"South Quay East, Canary Wharf"
200252,BikePoints_495,1327340460000,,false,true,false,"Bow Church Station, Bow"
200255,BikePoints_496,1327400820000,,false,true,false,"Devons Road, Bow"
200242,BikePoints_497,1327398420000,,false,true,false,"Merchant Street, Bow"
200251,BikePoints_498,1327398660000,,false,true,false,"Bow Road Station, Bow"
200011,BikePoints_499,1327407960000,,false,true,false,"Furze Green, Bow"
200148,BikePoints_500,1327430040000,,false,true,false,"Ansell House, Stepney"
200073,BikePoints_501,1327430220000,,false,true,false,"Cephas Street, Bethnal Green"
200241,BikePoints_502,1563957840000,,false,true,false,"Bonner Gate, Victoria Park"
200250,BikePoints_503,1327492920000,,false,true,false,"Cleveland Way, Stepney"
200243,BikePoints_504,1327937820000,,false,true,false,"St. John's Park, Cubitt Town"
200038,BikePoints_505,1327937460000,,false,true,false,"Ackroyd Drive, Bow"
200036,BikePoints_506,1327938660000,,false,true,false,"Bell Lane, Liverpool Street"
200131,BikePoints_507,1327938420000,,false,true,false,"Clarkson Street, Bethnal Green"
200157,BikePoints_508,1327938180000,,false,true,false,"Fournier Street, Whitechapel"
200253,BikePoints_509,1327938120000,,false,true,false,"Fore Street, Guildhall"
200238,BikePoints_510,,,false,true,false,"Westferry DLR, Limehouse"
200256,BikePoints_511,1327937940000,,false,true,false,"Sutton Street, Shadwell"
200083,BikePoints_512,1328112600000,,false,true,false,"Pritchard's Road, Bethnal Green"
200162,BikePoints_513,,,false,true,false,"Watney Market, Stepney"
200008,BikePoints_514,1328201520000,,false,true,false,"Portman Square, Marylebone"
200080,BikePoints_515,,,false,true,false,"Russell Gardens, Olympia"
200089,BikePoints_516,1328202420000,,false,true,false,"Chrisp Street Market, Poplar"
200027,BikePoints_517,1326790860000,,false,true,false,"Ford Road, Old Ford"
200041,BikePoints_518,,,false,true,false,"Antill Road, Mile End"
200254,BikePoints_519,,,false,true,false,"Teviot Street, Poplar"
200234,BikePoints_520,,,false,true,false,"Bancroft Road, Bethnal Green"
200030,BikePoints_521,,,false,true,false,"Driffield Road, Old Ford"
300213,BikePoints_783,1448529660000,,false,true,false,"Monier Road, Hackney Wick"
300200,BikePoints_784,1452789240000,,false,true,false,"East Village, Queen Elizabeth Olympic Park"
300233,BikePoints_785,1451908440000,,false,true,false,"Aquatic Centre, Queen Elizabeth Olympic Park"
300227,BikePoints_787,1451900700000,,false,true,false,"Timber Lodge, Queen Elizabeth Olympic Park"
300226,BikePoints_788,1451906880000,,false,true,false,"Copper Box Arena, Queen Elizabeth Olympic Park"
300021,BikePoints_789,1452507000000,,false,true,false,"Podium, Queen Elizabeth Olympic Park"
300234,BikePoints_790,1452687420000,,false,true,false,"Stratford Station, Stratford"
300214,BikePoints_792,1454926380000,,false,true,false,"Blackfriars Road, Southwark"
300205,BikePoints_793,1459424760000,,false,true,false,"Cromer Street, Bloomsbury"
300204,BikePoints_794,1456404240000,,false,true,false,"Victoria Rise, Clapham Common"
300203,BikePoints_795,1456744740000,,false,true,false,"Euston Square Gardens, Euston"
300201,BikePoints_796,1456746420000,,false,true,false,"Coram Street, Bloomsbury"
300211,BikePoints_797,1456839540000,,false,true,false,"Ossulston Street, Somers Town"
300212,BikePoints_798,1464787980000,,false,true,false,"Birkenhead Street, King's Cross"
300202,BikePoints_799,1464876480000,,false,true,false,"Kings Gate House, Westminster"
300248,BikePoints_800,1457107140000,,false,true,false,"Sopwith Way, Battersea Park"
300208,BikePoints_801,1458824640000,,false,true,false,"Lavington Street, Bankside"
300209,BikePoints_802,1464865500000,,false,true,false,"Albert Square, Stockwell"
300238,BikePoints_803,1464787860000,,false,true,false,"Southwark Street, Bankside"
300243,BikePoints_804,1459410960000,,false,true,false,"Good's Way, King's Cross"
300244,BikePoints_805,1467626400000,,false,true,false,"The Metropolitan, Portobello"
300241,BikePoints_806,1472723460000,,false,true,false,"Handyside Street, King's Cross"
300236,BikePoints_807,1466715600000,,false,true,false,"Bevington Road West, North Kensington"
300207,BikePoints_808,1461753540000,,false,true,false,"Gauden Road, Clapham"
300240,BikePoints_809,1467640800000,,false,true,false,"Lincoln's Inn Fields, Holborn"
300237,BikePoints_810,1464943200000,,false,true,false,"Tate Modern, Bankside"
300228,BikePoints_811,1469538960000,,false,true,false,"Westferry Circus, Canary Wharf"
300217,BikePoints_812,1469005200000,,false,true,false,"Here East North, Queen Elizabeth Olympic Park"
300224,BikePoints_813,1467627120000,,false,true,false,"New Spring Gardens Walk, Vauxhall"
300245,BikePoints_814,1464870060000,,false,true,false,"Clapham Road, Lingham Street, Stockwell"
300231,BikePoints_815,1462357680000,,false,true,false,"Lambeth Palace Road, Waterloo"
300219,BikePoints_816,1489065360000,,false,true,false,"Here East South, Queen Elizabeth Olympic Park"
300232,BikePoints_817,1464949140000,,false,true,false,"Riverlight South, Nine Elms"
300249,BikePoints_818,1563958740000,,false,true,false,"Westminster Pier, Westminster"
300246,BikePoints_819,1476360120000,,false,true,false,"Belvedere Road 2, South Bank"
300239,BikePoints_820,1481807940000,,false,true,false,"Victory Place, Walworth"
300221,BikePoints_821,1487335920000,,false,true,false,"Battersea Power Station, Battersea Park"
300242,BikePoints_826,1500554880000,,false,true,false,"Allington Street, Victoria"
300247,BikePoints_827,1517788800000,,false,true,false,"Cranmer Road, Stockwell"
300225,BikePoints_828,1517788800000,,false,true,false,"Normandy Road, Stockwell"
300230,BikePoints_829,1517443200000,,false,true,false,"Wynne Road, Stockwell"
300229,BikePoints_830,1517961600000,,false,true,false,"Sidney Road, Stockwell"
300215,BikePoints_831,1517961600000,,false,true,false,"St John's Crescent, Brixton"
200240,BikePoints_832,1517961600000,,false,true,false,"Ferndale Road, Brixton"
300206,BikePoints_833,1517875200000,,false,true,false,"Saltoun Road, Brixton"
300216,BikePoints_834,1529449200000,,false,true,false,"Gas Holders, Battersea Park"
300220,BikePoints_835,,,false,true,false,"Farringdon Street, Holborn"
300235,BikePoints_836,,,false,true,false,"York Way, Kings Cross"
300222,BikePoints_838,1539254700000,,false,true,false,"Fore Street Avenue, Guildhall"
200144,BikePoints_839,1544611140000,,false,true,false,"Sea Containers, South Bank"
002679,BikePoints_840,1599752640000,,false,true,false,"George Row, Bermondsey"
002667,BikePoints_841,,,false,true,false,"Tower Wharf, Bermondsey"
300250,BikePoints_842,1600856400000,,false,true,false,"Temple Gardens, Temple"
300252,BikePoints_844,1608298140000,,false,true,false,"Canada Water Station, Rotherhithe"
300253,BikePoints_845,1608303660000,,false,true,false,"Bermondsey Station, Bermondsey"
001057,BikePoints_170,1279290180000,,false,true,false,"Hardwick Street, Clerkenwell"
003459,BikePoints_171,1279291200000,,false,true,false,"Collingham Gardens, Earl's Court"
001124,BikePoints_172,1279291500000,,false,true,false,"Sumner Place, South Kensington"
001176,BikePoints_173,1279292700000,,false,true,false,"Waterloo Road, South Bank"
001100,BikePoints_174,1279295940000,,false,true,false,"Strand, Strand"
000997,BikePoints_175,1529674980000,,false,true,false,"Worship Street, Shoreditch"
001173,BikePoints_176,1279297560000,,false,true,false,"Gloucester Terrace, Bayswater"
001122,BikePoints_177,1279297740000,,false,true,false,"Ashley Place, Victoria"
003460,BikePoints_178,1279297920000,,false,true,false,"Warwick Square, Pimlico"
001126,BikePoints_180,1279298220000,,false,true,false,"North Audley Street, Mayfair"
003473,BikePoints_181,1279298460000,,false,true,false,"Belgrave Square, Belgravia"
001166,BikePoints_182,1279363140000,,false,true,false,"Bell Street , Marylebone"
001165,BikePoints_183,1279364160000,,false,true,false,"Riverlight North, Nine Elms"
001164,BikePoints_184,1279364280000,,false,true,false,"Portland Place, Marylebone"
001174,BikePoints_185,1279365360000,,false,true,false,"Alderney Street, Pimlico"
001167,BikePoints_186,1279365480000,,false,true,false,"South Wharf Road, Paddington"
001172,BikePoints_187,1279365720000,,false,true,false,"Queen's Gate (South), South Kensington"
001112,BikePoints_188,1279376760000,,false,true,false,"Nutford Place, Marylebone"
001104,BikePoints_189,1279377180000,,false,true,false,"Claremont Square, Angel"
001106,BikePoints_190,1279381080000,,false,true,false,"Rampayne Street, Pimlico"
001075,BikePoints_191,1279383120000,,false,true,false,"Hyde Park Corner, Hyde Park"
001163,BikePoints_192,1279383300000,,false,true,false,"Wardour Street, Soho"
000963,BikePoints_193,1279392479356,,false,true,false,"Bankside Mix, Bankside"
000960,BikePoints_194,1279392479395,,false,true,false,"Hop Exchange, The Borough"
000959,BikePoints_195,1279392479432,,false,true,false,"Milroy Walk, South Bank"
000961,BikePoints_196,1279392479471,,false,true,false,"Union Street, The Borough"
000962,BikePoints_197,1279392479520,,false,true,false,"Stamford Street, South Bank"
001080,BikePoints_199,1279441800000,,false,true,false,"Great Tower Street, Monument"
001105,BikePoints_200,1279441920000,,false,true,false,"LMU Commercial Road, Whitechapel"
001162,BikePoints_201,1279444080000,,false,true,false,"Dorset Square, Marylebone"
001102,BikePoints_202,1279444320000,,false,true,false,"Leman Street, Aldgate"
001040,BikePoints_203,1279445580000,,false,true,false,"West Smithfield Rotunda, Farringdon"
003468,BikePoints_204,1279466640000,,false,true,false,"Margery Street, Clerkenwell"
001171,BikePoints_206,1279471380000,,false,true,false,"New Road 1 , Whitechapel"
001169,BikePoints_207,1279558140000,,false,true,false,"Grosvenor Crescent, Belgravia"
001175,BikePoints_208,1279472580000,,false,true,false,"Mallory Street, Marylebone"
003454,BikePoints_209,1279529160000,,false,true,false,"Denyer Street, Knightsbridge"
003476,BikePoints_210,1279535160000,,false,true,false,"Hinde Street, Marylebone"
003469,BikePoints_211,1279535820000,,false,true,false,"Cadogan Place, Knightsbridge"
003487,BikePoints_212,1279536840000,,false,true,false,"Campden Hill Road, Notting Hill"
001109,BikePoints_213,1279537020000,,false,true,false,"Wellington Arch, Hyde Park"
001079,BikePoints_214,1279537200000,,false,true,false,"Endsleigh Gardens, Euston"
001092,BikePoints_215,1279537380000,,false,true,false,"Moorfields, Moorgate"
003479,BikePoints_216,1279537920000,,false,true,false,"Old Brompton Road, South Kensington"
002587,BikePoints_217,1279538040000,,false,true,false,"Wormwood Street, Liverpool Street"
003486,BikePoints_218,1279543740000,,false,true,false,"St. Luke's Church, Chelsea"
001183,BikePoints_219,1279545900000,,false,true,false,"Bramham Gardens, Earl's Court"
001179,BikePoints_220,1279546320000,,false,true,false,"Chelsea Green, Chelsea"
001170,BikePoints_221,1279552200000,,false,true,false,"Horseferry Road, Westminster"
001101,BikePoints_222,1279614120000,,false,true,false,"Knightsbridge, Hyde Park"
003481,BikePoints_223,1279614420000,,false,true,false,"Rodney Road , Walworth"
001150,BikePoints_224,1279615020000,,false,true,false,"Queensway, Kensington Gardens"
001182,BikePoints_225,1279616280000,,false,true,false,"Notting Hill Gate Station, Notting Hill"
003488,BikePoints_226,1279616520000,,false,true,false,"Charles II Street, West End"
003470,BikePoints_227,1279616700000,,false,true,false,"Great Percy Street, Clerkenwell"
001067,BikePoints_228,1279616880000,,false,true,false,"St. James's Square, St. James's"
001151,BikePoints_229,1279617780000,,false,true,false,"Whitehall Place, Strand"
001144,BikePoints_230,1279618020000,,false,true,false,"Poured Lines, Bankside"
001089,BikePoints_231,1279622820000,,false,true,false,"Queen's Gate (Central), South Kensington"
001139,BikePoints_232,1279623240000,,false,true,false,"Carey Street, Holborn"
001153,BikePoints_233,1279624260000,,false,true,false,"Pall Mall East, West End"
001081,BikePoints_234,1279624680000,,false,true,false,"Liverpool Road (N1 Centre), Angel"
001154,BikePoints_235,1279625640000,,false,true,false,"Kennington Road  , Vauxhall"
003483,BikePoints_236,1279625940000,,false,true,false,"Fashion Street, Whitechapel"
003467,BikePoints_237,1279799040000,,false,true,false,"Dock Street, Wapping"
001099,BikePoints_238,1279627920000,,false,true,false,"Frampton Street, Paddington"
001090,BikePoints_239,1279628160000,,false,true,false,"Warren Street Station, Euston"
003482,BikePoints_242,1279628640000,,false,true,false,"Beaumont Street, Marylebone"
001103,BikePoints_243,1279628940000,,false,true,false,"Gloucester Street, Pimlico"
001145,BikePoints_244,1279629240000,,false,true,false,"Earnshaw Street , Covent Garden"
001140,BikePoints_245,1279629660000,,false,true,false,"Grosvenor Road, Pimlico"
001159,BikePoints_246,1279639740000,,false,true,false,"Berry Street, Clerkenwell"
001091,BikePoints_247,1279639920000,,false,true,false,"St. John's Wood Church, The Regent's Park"
001088,BikePoints_248,1279640160000,,false,true,false,"Triangle Car Park, Hyde Park"
001137,BikePoints_249,1279640400000,,false,true,false,"Harper Road, The Borough"
003440,BikePoints_250,1279641000000,,false,true,false,"Royal Avenue 1, Chelsea"
001161,BikePoints_251,1279700160000,,false,true,false,"Brushfield Street, Liverpool Street"
001111,BikePoints_252,1279700640000,,false,true,false,"Jubilee Gardens, South Bank"
001051,BikePoints_253,1279700820000,,false,true,false,"Shoreditch Park, Hoxton"
003471,BikePoints_254,1279700940000,,false,true,false,"Chadwell Street, Angel"
200161,BikePoints_522,,,false,true,false,"Clinton Road, Mile End"
200160,BikePoints_523,,,false,true,false,"Langdon Park, Poplar"
200017,BikePoints_524,1328515080000,,false,true,false,"Lancaster Gate , Bayswater"
200153,BikePoints_525,1643301180000,,false,true,false,"Blythe Road, Olympia"
200143,BikePoints_526,,,false,true,false,"Lancaster Drive, Blackwall"
200154,BikePoints_527,1328777280000,,false,true,false,"Hansard Mews, Holland Park"
200088,BikePoints_528,1328777880000,,false,true,false,"Clarges Street, Mayfair"
200010,BikePoints_529,,,false,true,false,"Manresa Road, Chelsea"
200146,BikePoints_530,,,false,true,false,"Newby Place, Poplar"
200167,BikePoints_531,1328778840000,,false,true,false,"Twig Folly Bridge, Mile End"
200163,BikePoints_532,1328886360000,,false,true,false,"Jubilee Plaza, Canary Wharf"
200165,BikePoints_533,,,false,true,false,"Wellington Row, Bethnal Green"
200159,BikePoints_534,,,false,true,false,"Goldsmith's Row, Haggerston"
200145,BikePoints_535,,,false,true,false,"Gloucester Avenue, Camden Town"
200024,BikePoints_536,,,false,true,false,"Queensbridge Road, Haggerston"
200239,BikePoints_537,1330352880000,,false,true,false,"Old Montague Street, Whitechapel"
200050,BikePoints_538,,,false,true,false,"Naval Row, Blackwall"
200151,BikePoints_539,,,false,true,false,"Hoxton Station, Hoxton"
200134,BikePoints_540,,,false,true,false,"Albany Street, The Regent's Park"
200096,BikePoints_541,,,false,true,false,"Green Park Station, Mayfair"
200147,BikePoints_542,,,false,true,false,"Salmon Lane, Limehouse"
200065,BikePoints_543,,,false,true,false,"Lansdowne Walk, Ladbroke Grove"
200051,BikePoints_544,,,false,true,false,"Percival Street, Finsbury"
200070,BikePoints_545,,,false,true,false,"Arlington Road, Camden Town"
200044,BikePoints_546,,,false,true,false,"New Fetter Lane, Holborn"
200127,BikePoints_547,,,false,true,false,"East India DLR, Blackwall"
200076,BikePoints_548,,,false,true,false,"Westminster Bridge Road, Elephant & Castle"
200132,BikePoints_549,,,false,true,false,"Gaywood  Street, Elephant & Castle"
200102,BikePoints_550,,,false,true,false,"Harford Street, Mile End"
200066,BikePoints_551,1330071720000,,false,true,false,"Import Dock, Canary Wharf"
200149,BikePoints_552,,,false,true,false,"Watney Street, Shadwell"
200064,BikePoints_553,,,false,true,false,"Regent's Row , Haggerston"
200078,BikePoints_554,,,false,true,false,"Aberfeldy Street, Poplar"
200138,BikePoints_556,,,false,true,false,"Heron Quays DLR, Canary Wharf"
200203,BikePoints_557,,,false,true,false,"King Edward Street, St Pauls"
200048,BikePoints_558,1399635120000,,false,true,false,"Page Street, Westminster"
200111,BikePoints_559,,,false,true,false,"Abbotsbury Road, Holland Park"
200015,BikePoints_560,,,false,true,false,"Ladbroke Grove Central, Ladbroke Grove"
200037,BikePoints_561,1330503540000,,false,true,false,"Rectory Square, Stepney"
200074,BikePoints_562,1330503420000,,false,true,false,"Bury Place, Holborn"
200232,BikePoints_563,,,false,true,false,"Preston's Road, Cubitt Town"
200068,BikePoints_564,,,false,true,false,"Somerset House, Strand"
200135,BikePoints_565,,,false,true,false,"Selby Street, Whitechapel"
200141,BikePoints_566,1330937940000,,false,true,false,"Westfield Ariel Way, White City"
200110,BikePoints_568,,,false,true,false,"Bishop's Bridge Road West, Bayswater"
200248,BikePoints_569,,,false,true,false,"Pitfield Street Central, Hoxton"
200099,BikePoints_570,1330773180000,,false,true,false,"Upper Bank Street, Canary Wharf"
200061,BikePoints_571,1330620180000,,false,true,false,"Westfield Southern Terrace ,Shepherd's Bush"
200026,BikePoints_572,,,false,true,false,"Greenland Road, Camden Town"
200001,BikePoints_573,1331796060000,,false,true,false,"Limerston Street, West Chelsea"
200246,BikePoints_574,1333618560000,,false,true,false,"Eagle Wharf Road, Hoxton"
200109,BikePoints_576,,,false,true,false,"Alpha Grove, Millwall"
200247,BikePoints_577,,,false,true,false,"Globe Town Market, Bethnal Green"
200244,BikePoints_578,1330444680000,,false,true,false,"Hollybush Gardens, Bethnal Green"
200128,BikePoints_579,,,false,true,false,"Queen Street 2, Bank"
200084,BikePoints_580,1392208500000,,false,true,false,"Doddington Grove, Kennington"
200005,BikePoints_581,1331883540000,,false,true,false,"New Cavendish Street, Marylebone"
200231,BikePoints_583,,,false,true,false,"Abingdon Green, Westminster"
200086,BikePoints_584,,,false,true,false,"Ilchester Gardens, Bayswater"
200092,BikePoints_586,1331797200000,,false,true,false,"Mudchute DLR, Cubitt Town"
200101,BikePoints_587,1332406320000,,false,true,false,"Monument Street, Monument"
200071,BikePoints_588,1330937820000,,false,true,false,"Hoxton Street, Hoxton"
200060,BikePoints_589,,,false,true,false,"Drayton Gardens, West Chelsea"
200236,BikePoints_590,,,false,true,false,"Greenberry Street, St.John's Wood"
200108,BikePoints_592,,,false,true,false,"Bishop's Bridge Road East, Bayswater"
200058,BikePoints_593,,,false,true,false,"Northdown Street, King's Cross"
200226,BikePoints_594,1331710680000,,false,true,false,"Kingsway Southbound, Strand"
200142,BikePoints_595,,,false,true,false,"Hammersmith Road, Hammersmith"
200237,BikePoints_596,,,false,true,false,"Parson's Green , Parson's Green"
200229,BikePoints_597,,,false,true,false,"Fulham Park Road, Fulham"
200166,BikePoints_598,1501544700000,,false,true,false,"Southerton Road, Hammersmith"
200235,BikePoints_599,,,false,true,false,"Manbre Road, Hammersmith"
200133,BikePoints_600,,,false,true,false,"South Lambeth Road, Vauxhall"
200136,BikePoints_601,,,false,true,false,"BBC White City, White City"
200211,BikePoints_602,,,false,true,false,"Union Grove, Wandsworth Road"
200137,BikePoints_603,,,false,true,false,"Caldwell Street, Stockwell"
200195,BikePoints_604,,,false,true,false,"St Martins Close, Camden Town"
200198,BikePoints_605,,,false,true,false,"Seymour Place, Marylebone"
200218,BikePoints_606,,,false,true,false,"Addison Road, Holland Park"
200125,BikePoints_607,,,false,true,false,"Putney Bridge Station, Fulham"
200224,BikePoints_608,,,false,true,false,"Colet Gardens, Hammersmith"
200208,BikePoints_609,1380109980000,,false,true,false,"Sugden Road, Clapham"
200222,BikePoints_610,1380113460000,,false,true,false,"Danvers Street, West Chelsea"
200067,BikePoints_611,1380203940000,,false,true,false,"Princedale Road , Holland Park"
200175,BikePoints_612,1380294600000,,false,true,false,"Wandsworth Rd, Isley Court, Wandsworth Road"
200214,BikePoints_613,1380211860000,,false,true,false,"Woodstock Grove, Shepherd's Bush"
200025,BikePoints_614,1380795000000,,false,true,false,"London Fields, Hackney Central"
001147,BikePoints_255,1279702560000,,false,true,false,"Clifton Road, Maida Vale"
003484,BikePoints_256,1279708020000,,false,true,false,"Houghton Street, Strand"
001194,BikePoints_257,1279708140000,,false,true,false,"Westminster University, Marylebone"
001193,BikePoints_258,1279708380000,,false,true,false,"Kensington Gore, Knightsbridge"
001180,BikePoints_259,1279709100000,,false,true,false,"Bourne Street, Belgravia"
003489,BikePoints_260,1279711020000,,false,true,false,"Broadwick Street, Soho"
003491,BikePoints_261,1279711200000,,false,true,false,"Princes Square, Bayswater"
001095,BikePoints_262,1279711620000,,false,true,false,"LSBU (Borough Road), Elephant & Castle"
001184,BikePoints_263,1279712160000,,false,true,false,"St. Mary Axe, Aldgate"
001146,BikePoints_264,1279712520000,,false,true,false,"Tysoe Street, Clerkenwell"
003490,BikePoints_265,1279714320000,,false,true,false,"Southwick Street, Paddington"
001204,BikePoints_266,1279714560000,,false,true,false,"Queen's Gate (North), Kensington"
001155,BikePoints_267,1279714740000,,false,true,false,"Regency Street, Westminster"
001087,BikePoints_268,1279714920000,,false,true,false,"Belgrave Road, Victoria"
001209,BikePoints_269,1279715100000,,false,true,false,"Empire Square, The Borough"
001190,BikePoints_270,1279720380000,,false,true,false,"Kennington Lane Rail Bridge, Vauxhall"
001136,BikePoints_271,1279720920000,,false,true,false,"London Zoo,  The Regent's Park"
001133,BikePoints_272,1279721220000,,false,true,false,"Baylis Road, Waterloo"
001186,BikePoints_273,1279721400000,,false,true,false,"Belvedere Road 1, South Bank"
001134,BikePoints_274,1279721580000,,false,true,false,"Warwick Road, Olympia"
001191,BikePoints_275,1279721880000,,false,true,false,"Barbican Centre, Barbican"
001098,BikePoints_276,1279723200000,,false,true,false,"Lower Thames Street, Monument"
001143,BikePoints_277,1279723320000,,false,true,false,"Kensington Church Street, Kensington"
001142,BikePoints_278,1279723500000,,false,true,false,"Tooley Street, Bermondsey"
001108,BikePoints_279,1279723740000,,false,true,false,"North Wharf Road, Paddington"
003462,BikePoints_280,1279726440000,,false,true,false,"Royal Avenue 2, Chelsea"
003480,BikePoints_281,1279726620000,,false,true,false,"Smith Square, Westminster"
001077,BikePoints_282,1279726980000,,false,true,false,"Royal London Hospital, Whitechapel"
001141,BikePoints_283,1279727220000,,false,true,false,"Kingsway, Covent Garden"
001117,BikePoints_284,1279727580000,,false,true,false,"Lambeth North Station, Waterloo"
001187,BikePoints_286,1279727880000,,false,true,false,"St. John's Wood Road, St. John's Wood"
001156,BikePoints_287,1279728060000,,false,true,false,"Bedford Way, Bloomsbury"
001138,BikePoints_288,1279793820000,,false,true,false,"Elizabeth Bridge, Victoria"
003493,BikePoints_289,1279794060000,,false,true,false,"South Audley Street, Mayfair"
003496,BikePoints_290,1279795140000,,false,true,false,"St Mary's Hospital, Paddington"
001135,BikePoints_291,1279800420000,,false,true,false,"Claverton Street, Pimlico"
001206,BikePoints_292,1279800600000,,false,true,false,"Montpelier Street, Knightsbridge"
001214,BikePoints_293,1279800780000,,false,true,false,"Kensington Olympia Station, Olympia"
001195,BikePoints_294,1279800900000,,false,true,false,"St. George's Square, Pimlico"
001216,BikePoints_295,1279801080000,,false,true,false,"Swan Street, The Borough"
200069,BikePoints_296,1377258960000,,false,true,false,"Knaresborough Place, Earl's Court"
003498,BikePoints_297,1279801560000,,false,true,false,"Geraldine Street, Elephant & Castle"
001213,BikePoints_298,1279805640000,,false,true,false,"Curlew Street, Shad Thames"
001196,BikePoints_299,1279808160000,,false,true,false,"Vincent Square, Westminster"
001217,BikePoints_300,1279808700000,,false,true,false,"Serpentine Car Park, Hyde Park"
001152,BikePoints_301,1279809000000,,false,true,false,"Marylebone Lane, Marylebone"
003492,BikePoints_302,1279812360000,,false,true,false,"Putney Pier, Wandsworth"
001132,BikePoints_303,1279812720000,,false,true,false,"Albert Gate, Hyde Park"
003497,BikePoints_306,1279816260000,,false,true,false,"Rathbone Street, Fitzrovia"
001157,BikePoints_307,1279816500000,,false,true,false,"Black Lion Gate, Kensington Gardens"
001189,BikePoints_308,1279816740000,,false,true,false,"Long Lane , Bermondsey"
001192,BikePoints_309,1279875060000,,false,true,false,"Embankment (Savoy), Strand"
001205,BikePoints_310,1279879560000,,false,true,false,"Black Prince Road, Vauxhall"
003494,BikePoints_311,1279880100000,,false,true,false,"Foley Street, Fitzrovia"
001130,BikePoints_312,1279880340000,,false,true,false,"Grove End Road, St. John's Wood"
003495,BikePoints_313,1279880520000,,false,true,false,"Wells Street, Fitzrovia"
003485,BikePoints_314,1279884480000,,false,true,false,"Tyers Gate, Bermondsey"
001199,BikePoints_315,1279884660000,,false,true,false,"The Tennis Courts, The Regent's Park"
000968,BikePoints_316,1279884840000,1539845760000,false,true,false,"Warwick Row, Westminster"
001208,BikePoints_317,1279885080000,,false,true,false,"Dickens Square, Borough"
001197,BikePoints_318,1279885320000,,false,true,false,"Sackville Street, Mayfair"
003500,BikePoints_319,1279890360000,,false,true,false,"Baldwin Street, St. Luke's"
001148,BikePoints_320,1279890840000,,false,true,false,"Queen Mother Sports Centre, Victoria"
002637,BikePoints_321,1279891020000,,false,true,false,"Bermondsey Street, Bermondsey"
003502,BikePoints_322,1279891920000,,false,true,false,"Palissy Street, Shoreditch"
003501,BikePoints_323,1279892040000,,false,true,false,"Clifton Street, Shoreditch"
001200,BikePoints_324,1279894920000,,false,true,false,"Ontario Street, Elephant & Castle"
001158,BikePoints_325,1279896660000,,false,true,false,"St. Martin's Street, West End"
001131,BikePoints_326,1279896840000,,false,true,false,"Graham Street, Angel"
001128,BikePoints_327,1280133420000,,false,true,false,"New North Road 1, Hoxton"
002641,BikePoints_328,1280133540000,,false,true,false,"New North Road 2, Hoxton"
002636,BikePoints_329,1280133720000,,false,true,false,"Prince Albert Road, The Regent's Park"
001203,BikePoints_330,1280141280000,,false,true,false,"Eastbourne Mews, Paddington"
001211,BikePoints_331,1280141460000,,false,true,false,"Bunhill Row, Moorgate"
